kind,alpha,predictor_set,response,n,cohort_n,cohort_hash,r2,reference,delta_r2,status
random_fire,0.01,max_vpd_only,log_duration,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0555664841863,mean_only,0.0559336604354,evaluated
random_fire,0.01,max_vpd_only,shape_PC1_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0323997430379,mean_only,0.0326562752878,evaluated
random_fire,0.01,max_vpd_only,shape_PC2_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0108442723141,mean_only,0.0108895047204,evaluated
random_fire,0.01,max_vpd_only,shape_PC3_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00455068309171,mean_only,0.00511285195515,evaluated
random_fire,0.01,core_plus_max,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0376463900381,mean_only,0.0377684973021,evaluated
random_fire,0.01,core_plus_max,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0515994021282,mean_only,0.0516934319482,evaluated
random_fire,0.01,core_plus_max,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0023712764136,mean_only,0.00272556278834,evaluated
random_fire,0.01,core_plus_max,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0917483361326,mean_only,0.0918878420603,evaluated
random_fire,0.01,core_plus_max,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.104271423242,mean_only,0.104453031523,evaluated
random_fire,0.01,core_plus_max,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0213362002019,mean_only,0.0214059548816,evaluated
random_fire,0.01,core_plus_max,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0269653039164,mean_only,0.0271027398855,evaluated
random_fire,0.01,core_plus_max,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.2021963429,mean_only,0.202302766958,evaluated
random_fire,0.01,core_plus_max,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.182302237805,mean_only,0.182484214312,evaluated
random_fire,0.01,core_plus_max,log_area,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.244170240688,mean_only,0.244356682478,evaluated
random_fire,0.01,core_plus_max,log_duration,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.217297755554,mean_only,0.217664931803,evaluated
random_fire,0.01,core_plus_max,shape_PC1_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0415035505048,mean_only,0.0417600827546,evaluated
random_fire,0.01,core_plus_max,shape_PC2_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.023857629142,mean_only,0.0239028615483,evaluated
random_fire,0.01,core_plus_max,shape_PC3_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00820827466759,mean_only,0.00877044353103,evaluated
random_fire,0.01,comprehensive_means,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.044831347299,mean_only,0.0449534545629,evaluated
random_fire,0.01,comprehensive_means,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0516291547998,mean_only,0.0517231846197,evaluated
random_fire,0.01,comprehensive_means,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00297129559908,mean_only,0.00332558197382,evaluated
random_fire,0.01,comprehensive_means,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0776734196195,mean_only,0.0778129255472,evaluated
