i,j,fire_id_a,fire_id_b,match_distance,caliper,k,metric,log_area_distance,weather_distance,morphology_distance,matching_space,duration_days_a,duration_days_b,observation_count_a,observation_count_b,catalog_area_km2_a,catalog_area_km2_b,region_a,region_b,season_a,season_b,start_date_a,start_date_b,end_date_a,end_date_b,mean_maximum_temperature_c_a,mean_maximum_temperature_c_b,mean_minimum_temperature_c_a,mean_minimum_temperature_c_b,mean_vpd_kpa_a,mean_vpd_kpa_b,mean_wind_speed_m_s_a,mean_wind_speed_m_s_b
5369,5370,336005,336053,0.152692028794,0.5,10,euclidean,0.171850256927,0.201259828501,0.152692028794,morphology,4,4,4,4,4.07851479264,3.43453877275,intermountain,intermountain,DJF,DJF,2016-02-12,2016-02-12,2016-02-15,2016-02-15,17.15,19.2,3,4.625,0.6475,0.785,4.275,4.225
8482,9012,57362,91073,0.153470882001,0.5,10,euclidean,0.262364264467,0.767488131031,0.153470882001,morphology,3,3,3,3,2.14658673297,2.79056275286,central,central,MAM,MAM,2004-03-10,2005-03-12,2004-03-12,2005-03-14,18.2166666667,12.4166666667,1.65,-1.81666666667,0.776666666667,0.596666666667,2.66666666667,4.2
4518,8958,285442,88542,0.153475792705,0.5,10,euclidean,0.105360515658,0.290337329871,0.153475792705,morphology,3,3,3,3,2.14658673297,1.93192805967,east,east,DJF,DJF,2014-02-21,2005-02-14,2014-02-23,2005-02-16,29.3833333333,27.15,17.0166666667,13.7166666667,0.89,1.04666666667,2.63333333333,2.6
5545,8106,339830,441625,0.153793164293,0.5,10,euclidean,0.481838086893,0.426795858344,0.153793164293,morphology,3,3,3,3,4.50783213923,7.29839489209,intermountain,intermountain,MAM,MAM,2016-04-04,2021-03-29,2016-04-06,2021-03-31,24.4166666667,20.55,8.05,5.11666666667,1.41666666667,1.03,6.86666666667,6.66666666667
2604,3907,211492,257072,0.153949734008,0.5,10,euclidean,0.538996500733,0.735321612624,0.153949734008,morphology,4,4,4,4,1.50261071308,2.57590407956,west,west,JJA,JJA,2010-07-28,2012-08-12,2010-07-31,2012-08-15,40.05,35.625,26.55,17.55,3.4325,3.0275,1.75,1.925
126,7254,106868,411833,0.154160801141,0.5,10,euclidean,0.0885533973414,0.717879132998,0.154160801141,morphology,4,4,4,4,12.6648617245,11.591568358,intermountain,intermountain,SON,SON,2005-09-05,2019-09-03,2005-09-08,2019-09-06,31.35,26.75,14.1,9.1,1.6475,1.495,4.8,3.425
479,9040,119683,92344,0.154433628216,0.5,10,euclidean,0.4177352007,0.830062229192,0.154433628216,morphology,3,3,3,3,5.79578417902,8.80100560517,intermountain,intermountain,MAM,MAM,2006-04-12,2005-04-03,2006-04-14,2005-04-05,29.8166666667,25.5833333333,12.4833333333,5.95,1.67333333333,1.25666666667,4.13333333333,5.6
6926,8439,395965,55475,0.15470395175,0.5,10,euclidean,0.133531392625,0.639626799284,0.15470395175,morphology,4,4,4,4,3.00522142616,3.43453877275,central,central,DJF,DJF,2019-01-09,2004-02-20,2019-01-12,2004-02-23,16.175,15.45,2.6,4.175,0.5925,0.585,5.1,3.5
895,5381,134598,336397,0.154995388851,0.5,10,euclidean,0.5520685823,0.92149278101,0.154995388851,morphology,3,3,3,3,4.07851479264,7.0837362188,central,central,DJF,DJF,2007-02-08,2016-02-18,2007-02-10,2016-02-20,9.71666666667,22.35,1.08333333333,5.71666666667,0.486666666667,0.586666666667,3.56666666667,3.73333333333
4408,7933,280879,435705,0.155200987669,0.5,10,euclidean,0.470003629246,0.299938720824,0.155200987669,morphology,4,4,4,4,3.43453877275,2.14658673297,west,west,SON,SON,2013-09-19,2020-11-16,2013-09-22,2020-11-19,23.575,19.325,5.6,5.225,1.1975,1.2975,4,3.925
3948,6195,258155,367569,0.155297569844,0.5,10,euclidean,0.191055236763,0.68409824926,0.155297569844,morphology,5,5,5,5,57.099207097,69.1200928016,west,west,JJA,JJA,2012-08-28,2017-07-30,2012-09-01,2017-08-03,30.09,33.19,8.09,11.83,2.094,2.256,3.68,2.18
5524,8561,339580,59935,0.155521966642,0.5,10,euclidean,0.0377403279828,1.36732746074,0.155521966642,morphology,5,5,5,5,5.79578417902,5.58112550572,intermountain,intermountain,MAM,MAM,2016-04-03,2004-04-04,2016-04-07,2004-04-08,24.39,19.33,6.75,4.33,1.342,0.778,6.42,3.22
3295,4315,235559,276661,0.156202822727,0.5,10,euclidean,0.129677823309,0.695725389356,0.156202822727,morphology,5,5,5,5,13.9528137643,15.884741824,west,west,JJA,JJA,2011-06-19,2013-08-01,2011-06-23,2013-08-05,34.59,31.23,18.05,9.53,2.552,2.122,3.26,2.94
612,6141,125471,365451,0.156223606876,0.5,10,euclidean,0.182321556794,1.10592558973,0.156223606876,morphology,4,4,4,4,2.14658673297,2.57590407956,intermountain,intermountain,JJA,JJA,2006-07-16,2017-07-06,2006-07-19,2017-07-09,38.675,34.425,19.4,20.05,3.2825,1.8925,4.125,2.8
586,7593,124833,42586,0.156238696496,0.5,10,euclidean,0.13165838215,0.523272595991,0.156238696496,morphology,4,4,4,4,71.6959968812,81.7849545261,west,west,JJA,JJA,2006-07-09,2003-07-25,2006-07-12,2003-07-28,33.7,34.275,18.75,14.1,3.01,2.66,3.7,2.825
3941,8840,25797,8228,0.156246298626,0.5,10,euclidean,0.405465108108,0.505040811432,0.156246298626,morphology,3,3,3,3,2.57590407956,1.71726938637,intermountain,intermountain,SON,SON,2002-09-18,2001-09-20,2002-09-20,2001-09-22,26.65,30.65,7.65,13.7833333333,1.48666666667,1.39333333333,3.46666666667,3.63333333333
316,7448,114011,419301,0.156246298626,0.5,10,euclidean,0.287682072452,2.06435267612,0.156246298626,morphology,3,3,3,3,1.71726938637,1.28795203978,west,west,DJF,DJF,2006-01-22,2020-02-09,2006-01-24,2020-02-11,15.75,7.88333333333,3.18333333333,-7.21666666667,0.61,0.406666666667,8.63333333333,3.9
3205,7081,232024,403182,0.156246298626,0.5,10,euclidean,0.287682072452,2.1958364985,0.156246298626,morphology,3,3,3,3,1.71726938637,1.28795203978,west,west,MAM,MAM,2011-05-06,2019-05-29,2011-05-08,2019-05-31,14.1833333333,31.8166666667,-1.31666666667,15.75,0.546666666667,1.83333333333,5.23333333333,2.33333333333
5186,7922,327077,435442,0.156246298626,0.5,10,euclidean,0.287682072452,1.20109181005,0.156246298626,morphology,3,3,3,3,1.71726938637,1.28795203978,central,central,SON,SON,2015-09-07,2020-11-09,2015-09-09,2020-11-11,31.95,23.3833333333,21.7833333333,9.85,1.51333333333,0.57,3.26666666667,3.83333333333
6037,6487,359974,379988,0.156246298626,0.5,10,euclidean,0.287682072452,0.532352462744,0.156246298626,morphology,3,3,3,3,1.71726938637,1.28795203978,central,central,MAM,MAM,2017-04-06,2018-03-07,2017-04-08,2018-03-09,20.75,18.4833333333,6.68333333333,2.25,1.03,0.793333333333,4.56666666667,3.6
7153,8620,40615,63856,0.156246298626,0.5,10,euclidean,0.287682072452,0.944619069926,0.156246298626,morphology,3,3,3,3,1.71726938637,1.28795203978,intermountain,intermountain,JJA,JJA,2003-07-02,2004-06-24,2003-07-04,2004-06-26,36.75,28.0166666667,21.0166666667,14.85,1.88333333333,1.04666666667,4.33333333333,3.76666666667
1496,3167,159943,229992,0.156556656543,0.5,10,euclidean,0.538996500733,1.26428053379,0.156556656543,morphology,3,3,3,3,3.00522142616,5.15180815912,central,central,MAM,MAM,2008-04-03,2011-04-12,2008-04-05,2011-04-14,15.8166666667,29.25,2.81666666667,9.65,0.556666666667,1.63,3.83333333333,4.26666666667
721,6174,127582,366375,0.156655870399,0.5,10,euclidean,0.376308523817,0.684051133855,0.156655870399,morphology,3,3,3,3,24.9004061024,36.2773157872,west,west,JJA,JJA,2006-08-23,2017-07-19,2006-08-25,2017-07-21,24.5166666667,28.8833333333,10.5833333333,13.7833333333,1.52333333333,2.3,3.86666666667,3.23333333333
2880,5831,221913,349833,0.156844706357,0.5,10,euclidean,0.167054084663,1.57558490854,0.156844706357,morphology,3,3,3,3,2.79056275286,2.36124540627,central,central,SON,SON,2010-11-07,2016-09-17,2010-11-09,2016-09-19,23.15,32.8833333333,5.55,20.6833333333,1.26666666667,1.31333333333,5.03333333333,2.5
2685,8343,215010,51049,0.157223419473,0.5,10,euclidean,0.661398482245,0.735347091392,0.157223419473,morphology,4,4,4,4,3.43453877275,6.6544188722,west,west,SON,SON,2010-09-03,2003-10-22,2010-09-06,2003-10-25,23.7,15.1,4.25,0.325,1.4725,0.945,4.625,4.725
634,4721,125983,293422,0.157545137432,0.5,10,euclidean,0.505935638472,1.02303225675,0.157545137432,morphology,5,5,5,5,14.5967897842,8.80100560517,west,west,JJA,JJA,2006-07-23,2014-07-14,2006-07-27,2014-07-18,38.11,34.53,16.77,12.09,3.36,2.488,2.34,4.22
1469,8085,159389,440746,0.157588654809,0.5,10,euclidean,0.646627164925,1.60981748637,0.157588654809,morphology,3,3,3,3,9.01566427847,4.72249081253,east,east,MAM,MAM,2008-03-27,2021-03-16,2008-03-29,2021-03-18,14.1833333333,31.3166666667,4.18333333333,16.55,0.53,1.44,5.66666666667,4.66666666667
1240,8226,149788,45969,0.157853521181,0.5,10,euclidean,0.538996500733,0.46204492743,0.157853521181,morphology,4,4,4,4,2.57590407956,1.50261071308,west,west,SON,SON,2007-09-11,2003-09-07,2007-09-14,2003-09-10,28.725,28.025,6.125,7.3,2.08,1.72,2.75,3.725
5731,6170,346335,366292,0.157975023349,0.5,10,euclidean,0.179340928656,0.473990221983,0.157975023349,morphology,4,4,4,4,12.0208857046,14.3821311109,west,west,JJA,JJA,2016-07-29,2017-07-18,2016-08-01,2017-07-21,33.45,31.9,16.775,11.225,2.615,2.3975,3.325,2.75
2952,5384,224602,336427,0.158047777015,0.5,10,euclidean,0.346276236718,1.3184632622,0.158047777015,morphology,3,3,3,3,8.80100560517,6.22510152561,intermountain,intermountain,DJF,DJF,2011-02-12,2016-02-18,2011-02-14,2016-02-20,16.7166666667,26.8166666667,-2.01666666667,11.6833333333,0.793333333333,1.40666666667,3.83333333333,5.06666666667
1228,8834,149424,8214,0.158342973494,0.5,10,euclidean,0.154150679827,0.851890362123,0.158342973494,morphology,3,3,3,3,1.50261071308,1.28795203978,west,west,SON,SON,2007-09-07,2001-09-20,2007-09-09,2001-09-22,21.05,26.95,2.48333333333,7.68333333333,0.973333333333,1.67,3.3,2.1
4157,8453,267344,56515,0.158342973494,0.5,10,euclidean,0.154150679827,1.31179706061,0.158342973494,morphology,3,3,3,3,1.28795203978,1.50261071308,east,east,MAM,MAM,2013-03-06,2004-03-04,2013-03-08,2004-03-06,18.8833333333,29.6833333333,-0.416666666667,15.35,0.736666666667,0.996666666667,4.6,4.83333333333
3533,4078,242382,262186,0.158385967563,0.5,10,euclidean,0.287682072452,2.32248062359,0.158385967563,morphology,3,3,3,3,1.93192805967,2.57590407956,intermountain,intermountain,SON,SON,2011-10-06,2012-10-29,2011-10-08,2012-10-31,22.1166666667,18.6166666667,10.85,2.81666666667,1.15666666667,0.923333333333,8.86666666667,3.16666666667
976,7602,137134,426383,0.158415023803,0.5,10,euclidean,0.530628251062,2.21751295381,0.158415023803,morphology,3,3,3,3,3.64919744605,2.14658673297,east,east,MAM,MAM,2007-03-10,2020-05-03,2007-03-12,2020-05-05,10.0166666667,30.8166666667,-0.35,17.9833333333,0.48,1.51,4.9,2.5
1014,4969,139878,307617,0.158474489395,0.5,10,euclidean,0.643550239421,0.776014714846,0.158474489395,morphology,5,5,5,5,6.6544188722,12.6648617245,central,central,MAM,MAM,2007-04-29,2015-03-28,2007-05-03,2015-04-01,29.19,23.81,15.79,6.65,1.108,1.116,3.12,3.86
4035,8874,260457,8371,0.159034487853,0.5,10,euclidean,0.0953101798043,0.416848407386,0.159034487853,morphology,4,4,4,4,2.36124540627,2.14658673297,intermountain,intermountain,SON,SON,2012-09-29,2001-09-24,2012-10-02,2001-09-27,24.65,26.9,6.65,4.225,1.3825,1.6675,3.6,2.85
1671,8427,168550,5477,0.159248804358,0.5,10,euclidean,0.251314428281,2.08431399131,0.159248804358,morphology,3,3,3,3,1.50261071308,1.93192805967,intermountain,intermountain,JJA,JJA,2008-07-21,2001-06-11,2008-07-23,2001-06-13,37.0166666667,34.5833333333,21.7833333333,19.4166666667,2.42333333333,1.64,4.06666666667,9.16666666667
4685,5936,29120,354948,0.159248804358,0.5,10,euclidean,0.251314428281,1.75676107222,0.159248804358,morphology,3,3,3,3,1.50261071308,1.93192805967,intermountain,intermountain,DJF,DJF,2003-01-04,2017-01-11,2003-01-06,2017-01-13,11.7166666667,24.95,-3.18333333333,18.7166666667,0.523333333333,0.8,6.46666666667,6.96666666667
1906,7995,178460,437782,0.159923216133,0.5,10,euclidean,0.0784716154415,1.63843656903,0.159923216133,morphology,5,5,5,5,10.5182749915,11.3769096847,intermountain,intermountain,DJF,DJF,2009-02-01,2021-01-27,2009-02-05,2021-01-31,8.19,25.61,-5.73,9.51,0.486,1.162,4.2,4.36
853,2868,132820,221390,0.160187638303,0.5,10,euclidean,0.379489621705,0.698217501698,0.160187638303,morphology,3,3,3,3,2.79056275286,4.07851479264,central,central,SON,SON,2006-11-29,2010-10-28,2006-12-01,2010-10-30,19.6833333333,17.5166666667,7.25,1.65,0.566666666667,0.84,5.23333333333,3.86666666667
2107,8703,18826,7020,0.160244774669,0.5,10,euclidean,0.325157183618,0.39044665846,0.160244774669,morphology,8,8,8,8,89.9419841114,124.502030512,west,west,JJA,JJA,2002-06-06,2001-08-14,2002-06-13,2001-08-21,29.1875,31.3875,12.5375,13.45,1.79125,2.305,3.075,2.85
3356,6211,237638,368195,0.160368637414,0.5,10,euclidean,0.117783035656,1.00881964333,0.160368637414,morphology,4,4,4,4,1.71726938637,1.93192805967,intermountain,intermountain,JJA,JJA,2011-08-07,2017-08-09,2011-08-10,2017-08-12,32.75,26.375,14.375,11.975,2.66,1.325,2.95,3.1
2419,4558,204573,287646,0.160684705718,0.5,10,euclidean,0.530628251062,0.40900484895,0.160684705718,morphology,4,4,4,4,3.64919744605,2.14658673297,central,central,MAM,MAM,2010-03-27,2014-03-26,2010-03-30,2014-03-29,21.475,18.25,8.8,5.875,0.77,0.675,4,4.7
4491,6937,284626,396716,0.160810857079,0.5,10,euclidean,0.619039208406,0.779892780856,0.160810857079,morphology,3,3,3,3,1.50261071308,2.79056275286,east,east,DJF,DJF,2014-01-20,2019-02-07,2014-01-22,2019-02-09,20.85,26.05,6.81666666667,15.3166666667,0.526666666667,0.84,2.8,3.63333333333
4940,8043,306454,439471,0.161126802216,0.5,10,euclidean,0.274436845702,0.457646343076,0.161126802216,morphology,4,4,4,4,5.36646683242,4.07851479264,intermountain,intermountain,MAM,MAM,2015-03-09,2021-03-03,2015-03-12,2021-03-06,21.825,19.525,1.025,2.325,0.9975,0.7725,3.05,4.05
1359,5969,154771,356642,0.161444354358,0.5,10,euclidean,0.251314428281,1.48975496792,0.161444354358,morphology,3,3,3,3,1.93192805967,1.50261071308,central,central,DJF,DJF,2007-12-11,2017-02-15,2007-12-13,2017-02-17,25.0833333333,12.35,13.5833333333,0.383333333333,0.74,0.613333333333,2.9,4.96666666667
2926,4115,223075,264334,0.161444354358,0.5,10,euclidean,0.251314428281,1.60917629695,0.161444354358,morphology,3,3,3,3,1.50261071308,1.93192805967,intermountain,intermountain,DJF,DJF,2010-12-14,2013-01-15,2010-12-16,2013-01-17,20.75,3.88333333333,4.01666666667,-11.05,1.02,0.373333333333,6.63333333333,6.13333333333
6533,8455,381358,56580,0.161444354358,0.5,10,euclidean,0.251314428281,0.228995706481,0.161444354358,morphology,3,3,3,3,1.50261071308,1.93192805967,east,east,MAM,MAM,2018-03-28,2004-03-04,2018-03-30,2004-03-06,27.9166666667,30.35,16.0166666667,15.7833333333,1.09333333333,1,3.86666666667,4.23333333333
6260,6358,370593,374354,0.16163746523,0.5,10,euclidean,0.424883193965,1.01911511965,0.16163746523,morphology,6,6,6,6,3.64919744605,5.58112550572,west,west,SON,SON,2017-09-05,2017-10-22,2017-09-10,2017-10-27,21.6166666667,17.5833333333,9.95,1.75,0.945,1.05833333333,4.53333333333,2.48333333333
1764,6788,171989,391963,0.162273977264,0.5,10,euclidean,0.485507815782,1.00475818467,0.162273977264,morphology,4,4,4,4,1.71726938637,2.79056275286,intermountain,intermountain,SON,SON,2008-09-25,2018-09-10,2008-09-28,2018-09-13,31.525,32.55,16.075,10.9,1.705,1.96,2.475,4.825
1431,2464,158115,205538,0.162790024491,0.5,10,euclidean,0.138150338481,0.103677187305,0.162790024491,morphology,5,5,5,5,6.6544188722,5.79578417902,central,central,MAM,MAM,2008-03-11,2010-04-07,2008-03-15,2010-04-11,19.51,20.61,5.03,5.51,0.876,0.86,4.54,4.7
2895,8365,222281,52050,0.162809413907,0.5,10,euclidean,0.105360515658,0.636368901374,0.162809413907,morphology,4,4,4,4,2.14658673297,1.93192805967,central,central,SON,SON,2010-11-22,2003-11-10,2010-11-25,2003-11-13,25.925,24.375,11.025,9.875,0.8775,0.775,2.5,4.075
924,2916,135978,222821,0.163039615957,0.5,10,euclidean,0,1.74941299293,0.163039615957,morphology,3,3,3,3,4.93714948583,4.93714948583,central,central,DJF,DJF,2007-02-27,2010-12-07,2007-03-01,2010-12-09,20.95,11.0833333333,3.25,1.11666666667,0.696666666667,0.423333333333,7.53333333333,3.46666666667
4944,8078,306537,440352,0.163413806995,0.5,10,euclidean,0.628608659422,0.565352025573,0.163413806995,morphology,3,3,3,3,3.21988009945,1.71726938637,west,west,MAM,MAM,2015-03-10,2021-03-11,2015-03-12,2021-03-13,15.3833333333,13.1166666667,0.716666666667,-2.71666666667,0.663333333333,0.54,3.1,1.86666666667
4230,7956,27228,436287,0.163590406984,0.5,10,euclidean,0.117783035656,2.11302146211,0.163590406984,morphology,3,3,3,3,1.93192805967,1.71726938637,west,west,SON,SON,2002-10-14,2020-11-29,2002-10-16,2020-12-01,26.95,5.85,5.35,-7.88333333333,1.36666666667,0.316666666667,2.5,5.16666666667
7728,9147,429970,98256,0.163659355984,0.5,10,euclidean,0.489548225319,1.02698199414,0.163659355984,morphology,4,4,4,4,6.6544188722,4.07851479264,west,west,JJA,JJA,2020-08-18,2005-06-23,2020-08-21,2005-06-26,37.8,30.7,25.25,14.2,2.835,2.075,3.275,3.175
876,2461,13365,205511,0.163699130596,0.5,10,euclidean,0.262364264467,1.4697686973,0.163699130596,morphology,5,5,5,5,4.29317346594,5.58112550572,intermountain,intermountain,MAM,MAM,2002-03-21,2010-04-06,2002-03-25,2010-04-10,9.33,21.05,-5.07,4.01,0.528,0.916,3.1,5.74
4820,4844,300681,301865,0.16426250213,0.5,10,euclidean,0.356674943939,0.511519760564,0.16426250213,morphology,3,3,3,3,1.50261071308,2.14658673297,east,east,SON,SON,2014-10-10,2014-11-04,2014-10-12,2014-11-06,32.15,27.3833333333,18.05,15.65,1.22666666667,0.706666666667,3.33333333333,3.1
659,7749,126331,430207,0.164421369371,0.5,10,euclidean,0.122602322092,0.805495479774,0.164421369371,morphology,3,3,3,3,5.58112550572,4.93714948583,intermountain,intermountain,JJA,JJA,2006-07-29,2020-08-26,2006-07-31,2020-08-28,34.05,37.2833333333,16.5833333333,24.8166666667,2.68333333333,3.42333333333,3.73333333333,3.2
1418,4991,157455,307787,0.164438349326,0.5,10,euclidean,0.154150679827,0.773824267669,0.164438349326,morphology,3,3,3,3,3.00522142616,2.57590407956,central,central,MAM,MAM,2008-03-03,2015-03-31,2008-03-05,2015-04-02,18.0166666667,22.4166666667,2.45,7.51666666667,0.54,1.05,7.03333333333,5.7
1056,9187,142994,99203,0.165052762571,0.5,10,euclidean,0.287682072452,0.955655143524,0.165052762571,morphology,3,3,3,3,1.93192805967,2.57590407956,west,west,JJA,JJA,2007-06-26,2005-07-06,2007-06-28,2005-07-08,27.8166666667,35.6833333333,11.45,11.5166666667,1.67,2.72666666667,4.13333333333,3.23333333333
1748,6315,171524,372569,0.165052762571,0.5,10,euclidean,0.287682072452,0.480905814277,0.165052762571,morphology,3,3,3,3,1.93192805967,2.57590407956,west,west,SON,SON,2008-09-18,2017-09-25,2008-09-20,2017-09-27,17.95,20.85,8.11666666667,7.68333333333,0.783333333333,0.883333333333,2.86666666667,1.76666666667
3469,8810,240492,8070,0.165153779233,0.5,10,euclidean,0.470003629246,1.06897479214,0.165153779233,morphology,4,4,4,4,3.43453877275,2.14658673297,west,west,SON,SON,2011-09-21,2001-09-16,2011-09-24,2001-09-19,27.9,20.3,7.6,7,1.97,0.98,1.575,3.25
2961,5354,224696,335649,0.165196865532,0.5,10,euclidean,0.594707107747,0.736058380637,0.165196865532,morphology,4,4,4,4,6.22510152561,3.43453877275,central,central,DJF,DJF,2011-02-13,2016-02-06,2011-02-16,2016-02-09,21.1,13.1,4.8,-0.65,0.8575,0.6125,4.775,4.05
2699,6364,215765,374437,0.165244052927,0.5,10,euclidean,0.0444517625708,0.720022113693,0.165244052927,morphology,3,3,3,3,4.93714948583,4.72249081253,west,west,SON,SON,2010-09-09,2017-10-25,2010-09-11,2017-10-27,24.6833333333,17.75,0.883333333333,1.68333333333,1.46,0.656666666667,3.2,3.06666666667
578,9136,124356,98181,0.166260122168,0.5,10,euclidean,0.223143551314,2.29760129538,0.166260122168,morphology,3,3,3,3,1.71726938637,2.14658673297,west,west,JJA,JJA,2006-07-03,2005-06-22,2006-07-05,2005-06-24,31.6166666667,43.9833333333,17.0166666667,26.8833333333,2.38666666667,5.41666666667,3.6,3.8
1738,8220,171219,45680,0.166260122168,0.5,10,euclidean,0.470003629246,1.13336536454,0.166260122168,morphology,3,3,3,3,1.71726938637,1.07329336648,west,west,SON,SON,2008-09-12,2003-09-03,2008-09-14,2003-09-05,35.0166666667,32.35,18.3166666667,8.55,3.49333333333,2.16,1.5,1.83333333333
1910,4884,178691,303871,0.166260122168,0.5,10,euclidean,0.223143551314,0.348945102215,0.166260122168,morphology,3,3,3,3,2.14658673297,1.71726938637,east,east,DJF,DJF,2009-02-03,2015-01-09,2009-02-05,2015-01-11,18.0833333333,13.95,1.81666666667,4.11666666667,0.74,0.643333333333,3.93333333333,3.63333333333
7419,8880,418132,840,0.166260122168,0.5,10,euclidean,0.470003629246,1.23958692174,0.166260122168,morphology,3,3,3,3,1.07329336648,1.71726938637,east,east,DJF,DJF,2020-01-02,2001-01-03,2020-01-04,2001-01-05,29.1833333333,16.8833333333,13.7833333333,1.98333333333,0.826666666667,0.693333333333,4.03333333333,2.93333333333
4192,5548,269211,339852,0.166292488622,0.5,10,euclidean,0.405465108108,1.12382705502,0.166292488622,morphology,4,4,4,4,3.86385611934,2.57590407956,central,central,MAM,MAM,2013-03-28,2016-04-04,2013-03-31,2016-04-07,18.85,21.975,5.7,6.65,0.6225,1.2,4.025,6.65
3710,6089,249689,362879,0.166292488622,0.5,10,euclidean,0.287682072452,0.704231374711,0.166292488622,morphology,4,4,4,4,2.57590407956,1.93192805967,east,east,MAM,MAM,2012-03-26,2017-05-19,2012-03-29,2017-05-22,29.1,33.025,12.275,20.475,1.5375,1.2375,2.975,3.675
1015,4935,139887,305965,0.166467460276,0.5,10,euclidean,0.348306694268,1.05893520744,0.166467460276,morphology,4,4,4,4,3.64919744605,2.57590407956,central,central,MAM,MAM,2007-04-29,2015-03-04,2007-05-02,2015-03-07,29.575,20.7,15.95,6.475,1.23,0.5675,3.575,4.55
8507,9002,58650,90706,0.166662718534,0.5,10,euclidean,0.510825623766,0.958118313602,0.166662718534,morphology,3,3,3,3,3.21988009945,1.93192805967,east,east,MAM,MAM,2004-03-24,2005-03-08,2004-03-26,2005-03-10,21.6833333333,12.9833333333,5.75,-0.0833333333333,1.05,0.5,3.06666666667,4.4
1330,3437,153651,239498,0.167211244575,0.5,10,euclidean,0.182321556794,1.19822470551,0.167211244575,morphology,3,3,3,3,2.57590407956,2.14658673297,central,central,SON,SON,2007-11-05,2011-09-09,2007-11-07,2011-09-11,21.15,32.5833333333,8.55,10.65,0.663333333333,1.88,3.43333333333,2.46666666667
8060,8073,439996,440247,0.167379511968,0.5,10,euclidean,0.510825623766,0.498422562276,0.167379511968,morphology,4,4,4,4,4.29317346594,2.57590407956,central,central,MAM,MAM,2021-03-07,2021-03-10,2021-03-10,2021-03-13,22.35,26.75,3.2,8.825,0.9725,1.1425,3.1,3.05
9,4738,100158,294380,0.168209478721,0.5,10,euclidean,0.405465108108,0.7397145387,0.168209478721,morphology,4,4,4,4,3.00522142616,4.50783213923,intermountain,intermountain,JJA,JJA,2005-07-15,2014-07-22,2005-07-18,2014-07-25,33.5,31.65,21.225,13.125,1.615,2.31,4,3.7
2196,6230,193270,369516,0.16891758194,0.5,10,euclidean,0.69314718056,0.407620727332,0.16891758194,morphology,5,5,5,5,5.58112550572,2.79056275286,intermountain,intermountain,JJA,JJA,2009-07-28,2017-08-25,2009-08-01,2017-08-29,27.11,30.67,12.63,15.25,1.712,1.318,3.14,2.94
3478,8838,240603,82243,0.168996491086,0.5,10,euclidean,0.310154928304,0.574697037228,0.168996491086,morphology,4,4,4,4,3.21988009945,2.36124540627,west,west,SON,SON,2011-09-22,2004-09-21,2011-09-25,2004-09-24,23.4,19.2,6.85,4.325,1.4275,0.755,3.125,2.8
534,7008,122990,399722,0.169086951542,0.5,10,euclidean,0.367724780125,1.17499076511,0.169086951542,morphology,3,3,3,3,2.79056275286,1.93192805967,intermountain,intermountain,MAM,MAM,2006-05-27,2019-03-26,2006-05-29,2019-03-28,25.95,21.3833333333,6.55,7.01666666667,1.74333333333,0.806666666667,7.66666666667,5.26666666667
4703,5975,29223,356888,0.16914692151,0.5,10,euclidean,0.374693449441,0.822199042854,0.16914692151,morphology,4,4,4,4,2.36124540627,3.43453877275,central,central,DJF,DJF,2003-01-07,2017-02-25,2003-01-10,2017-02-28,17.275,25.225,1.525,9.35,0.61,1.08,4.75,4.875
3978,9172,259,9876,0.169768555787,0.5,10,euclidean,0.336472236621,1.21424198766,0.169768555787,morphology,3,3,3,3,1.50261071308,1.07329336648,east,east,SON,SON,2000-11-17,2001-10-22,2000-11-19,2001-10-24,29.4166666667,26.95,16.55,9.38333333333,0.97,0.98,2.66666666667,5.46666666667
6759,8609,389405,63430,0.169768555787,0.5,10,euclidean,0.336472236621,0.473706807546,0.169768555787,morphology,3,3,3,3,1.50261071308,1.07329336648,west,west,JJA,JJA,2018-08-18,2004-06-19,2018-08-20,2004-06-21,29.25,26.0833333333,8.81666666667,6.58333333333,1.98666666667,1.45666666667,2.96666666667,2.53333333333
2069,3114,185767,228866,0.170428499998,0.5,10,euclidean,0.441832752279,0.586397912108,0.170428499998,morphology,3,3,3,3,3.00522142616,1.93192805967,intermountain,intermountain,MAM,MAM,2009-04-22,2011-04-04,2009-04-24,2011-04-06,27.4166666667,24.7833333333,11.3166666667,3.85,1.20333333333,1.42666666667,6.2,6.66666666667
3170,7581,230036,425354,0.170611360674,0.5,10,euclidean,0.0800427076735,1.28242820318,0.170611360674,morphology,4,4,4,4,2.57590407956,2.79056275286,intermountain,intermountain,MAM,MAM,2011-04-13,2020-04-18,2011-04-16,2020-04-21,20.875,11.85,4.775,-2.55,0.8525,0.5025,7.5,5
1549,4585,163366,288519,0.171012963983,0.5,10,euclidean,0.619039208406,0.775063017493,0.171012963983,morphology,4,4,4,4,1.50261071308,2.79056275286,intermountain,intermountain,MAM,MAM,2008-05-07,2014-04-06,2008-05-10,2014-04-09,10.875,19.975,0.475,2.675,0.5925,1.0025,3.275,4.15
2857,4307,22100,275863,0.171170560221,0.5,10,euclidean,0.530628251062,0.730106458167,0.171170560221,morphology,5,5,5,5,14.5967897842,8.58634693187,west,west,JJA,JJA,2002-07-23,2013-07-22,2002-07-27,2013-07-26,31.63,36.87,14.95,12.39,2.314,2.974,3.78,2.7
