rep,feature,PC1,PC2,PC3,PC4,PC5
9,allocation_13,0.248916461394,0.0771849854758,-0.264851570598,0.375653934035,-0.237440292081
9,allocation_14,0.272903572638,-0.0335463969553,-0.140228354723,0.364787042466,-0.322302690713
9,allocation_15,0.300086931364,-0.133014836259,0.0895589382451,0.0988283389108,-0.211950909812
9,allocation_16,0.310390546757,-0.165768255144,0.158799754084,-0.0894219152976,0.0427454472238
9,allocation_17,0.308657372229,-0.176660262037,0.171235959672,-0.154498410875,0.152301546755
9,allocation_18,0.302493401294,-0.17789133689,0.171566649757,-0.1634730639,0.158164687429
9,allocation_19,0.30083259236,-0.177913452967,0.17131503569,-0.165373091724,0.159456893779
10,allocation_00,-0.17332236952,-0.296614061831,-0.213378280864,-0.175542021208,-0.192480915846
10,allocation_01,-0.176766870215,-0.298009114012,-0.217396294619,-0.175974003382,-0.200792229705
10,allocation_02,-0.196088981269,-0.292848029343,-0.21201278423,-0.145615264202,-0.12954840537
10,allocation_03,-0.220885596284,-0.271586283855,-0.14941569408,-0.0201744927709,0.0773614531241
10,allocation_04,-0.236943720366,-0.189407949524,0.0448217889933,0.247104173748,0.367704835568
10,allocation_05,-0.241050693921,-0.0407112975059,0.291298578949,0.35130707046,0.177703530841
10,allocation_06,-0.232875493707,0.0792095050526,0.351755169153,0.279129478525,0.00536110952196
10,allocation_07,-0.143719134484,0.258401453524,0.299038438826,0.01718812102,-0.210346616088
10,allocation_08,-0.0967223916148,0.315825763104,0.156142897641,-0.32377496321,-0.261708825505
10,allocation_09,-0.0828571254832,0.313601280724,0.111676073022,-0.355189661805,-0.196322606455
10,allocation_10,0.0331593668497,0.298099272305,-0.284167913481,-0.135030664067,0.383105426999
10,allocation_11,0.051150843947,0.297330735433,-0.318983676375,-0.0730123167341,0.366971246701
