rep,n,subspace_overlap,pc1,first_five,axis1_cosine,axis2_cosine,axis3_cosine,axis4_cosine,axis5_cosine
179,10000,0.999215723917,0.34520378635,0.897683768926,0.999691386759,0.999691199148,0.999872934873,0.999079910807,0.998064875592
180,10000,0.999132076315,0.341862592807,0.897452365251,0.999038352988,0.999020672778,0.999334162774,0.997949009851,0.998888561755
181,10000,0.999157872195,0.34027597533,0.894584302912,0.999976917699,0.999944480178,0.999896697636,0.999781879577,0.997878480197
182,10000,0.99895663724,0.342316143819,0.894461199555,0.999255206837,0.99913525329,0.99944504976,0.999275099798,0.997757852693
183,10000,0.998803591685,0.341184244129,0.895378315956,0.999927654692,0.999896463743,0.999781788162,0.999527352516,0.997413635314
184,10000,0.999544714332,0.343773051694,0.894954263111,0.999527705994,0.999445089623,0.999551719557,0.998822870222,0.998497992876
185,10000,0.9994338931,0.342885412441,0.897180540169,0.999949281547,0.999812694395,0.999720693163,0.998387939236,0.997323525617
186,10000,0.998997874214,0.340572917893,0.897234558519,0.999951434658,0.999884115434,0.999221328434,0.99879987466,0.997585662818
187,10000,0.99971422661,0.341899062659,0.892624089299,0.999813386763,0.999918514137,0.99964855786,0.99961301892,0.999619645378
188,10000,0.999491388935,0.344045649382,0.895290694865,0.999916269786,0.999781574139,0.999808977861,0.999366558459,0.99903444122
189,10000,0.999305910366,0.338316480782,0.89346107262,0.999825191495,0.999916339758,0.999616712334,0.999213042611,0.998919140565
190,10000,0.999762053611,0.345692004257,0.896750074739,0.999581041684,0.999539464479,0.999678238018,0.999524265034,0.999672077977
191,10000,0.999641966625,0.339270023047,0.892341360679,0.998352089935,0.998337676272,0.999892800588,0.999857623645,0.99932865451
192,10000,0.999501879412,0.344457423908,0.894970529539,0.999952631621,0.999972394781,0.999733950074,0.998886160437,0.998346996943
193,10000,0.998726445073,0.342628692114,0.894354183315,0.999920881918,0.999800142421,0.999619959863,0.999454314789,0.996822759706
194,10000,0.999591233635,0.337871771217,0.890803243414,0.999076159686,0.999068632051,0.999260035031,0.998283790499,0.998531248531
195,10000,0.999457805432,0.34304006629,0.896294066466,0.999824425483,0.999874696658,0.999499828521,0.999106603116,0.99901592581
196,10000,0.999280557777,0.338528000307,0.894599942003,0.999943792806,0.999909131406,0.999816507052,0.999479310984,0.99823106139
197,10000,0.999238518598,0.33922961652,0.891795791935,0.998321950935,0.998278539713,0.999345978399,0.999772377843,0.998158640968
198,10000,0.998985551962,0.337908093502,0.893735401383,0.996400667339,0.99634135875,0.999868670366,0.99947946985,0.997528283369
199,10000,0.999127295323,0.337410588917,0.889352962995,0.999904348431,0.999964002242,0.999527340544,0.999320208875,0.997933037346
