kind,fold,alpha,predictor_set,response,n,train_n,r2,status,cohort_hash
random_fire,0,0.01,comprehensive_plus_max,pulse_count,1871,7341,0.0254983682919,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,reactivation_count,1871,7341,0.0357563068457,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,normalized_first_difference,1871,7341,0.24682119051,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,normalized_second_difference,1871,7341,0.220144796814,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,log_area,1871,7341,0.320102911525,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,log_duration,1871,7341,0.249151255039,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,shape_PC1_fold,1871,7341,0.0519482532841,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,shape_PC2_fold,1871,7341,0.0362339097245,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,shape_PC3_fold,1871,7341,0.00646317874224,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,front_loaded_fraction,1871,7341,0.0360152164562,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,late_growth_fraction,1871,7341,0.0690865346053,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,peak_timing,1871,7341,-0.00328193008681,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,terminal_taper_fraction,1871,7341,0.204757547749,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,normalized_entropy,1871,7341,0.0471449392767,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,pulse_count,1871,7341,0.202883436718,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,reactivation_count,1871,7341,0.193224802672,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,normalized_first_difference,1871,7341,0.646247511848,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,normalized_second_difference,1871,7341,0.573876437916,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,log_area,1871,7341,0.547740675901,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,log_duration,1871,7341,,excluded_known_outcome,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,shape_PC1_fold,1871,7341,0.0403018533801,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,shape_PC2_fold,1871,7341,0.0478725512368,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_only,shape_PC3_fold,1871,7341,0.0116851640555,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,front_loaded_fraction,1871,7341,0.0478945771263,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,late_growth_fraction,1871,7341,0.0846296286408,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,peak_timing,1871,7341,-0.00154101116616,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,terminal_taper_fraction,1871,7341,0.217558171569,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,normalized_entropy,1871,7341,0.0827001272119,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,pulse_count,1871,7341,0.213133951778,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,reactivation_count,1871,7341,0.195902986411,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,normalized_first_difference,1871,7341,0.651791128069,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,normalized_second_difference,1871,7341,0.579807965534,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,log_area,1871,7341,0.575366524373,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,log_duration,1871,7341,,excluded_known_outcome,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,shape_PC1_fold,1871,7341,0.0545256382854,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,shape_PC2_fold,1871,7341,0.0514933813534,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_max,shape_PC3_fold,1871,7341,0.0116731860898,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,front_loaded_fraction,1871,7341,0.0487870407649,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,late_growth_fraction,1871,7341,0.0909154372108,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,peak_timing,1871,7341,-6.15709389411e-05,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
